EmployeeNumber,Name,Department,Education,EducationField,JobLevel,JobRole,MonthlyIncome,PerformanceRating,StudentFeedbackPercentage,FeedbackCount,PercentSalaryHike
758794,Lauren Cochrane,3,4,1,5,7,33295,2,52.48,1,0
907836,Heloise Eby,5,4,3,4,8,29346,5,74.52,1,6
778918,Colline Lemar,5,5,2,5,6,12293,4,24.24,1,15
769517,Zondra Muzzall,2,5,4,4,4,29226,4,70.44,1,20
486479,Dewey Lysaght,5,5,4,5,8,44732,1,82.54,1,10
343718,Violetta Blackburn,2,1,2,5,6,50493,3,83,1,20
685171,Leandra Weale,3,3,2,3,6,58421,5,53.1,1,5
139141,Ancell Vittle,5,1,5,4,6,85091,4,11.32,1,18
821942,Weston Oller,3,1,3,5,4,44321,3,62.57,1,5
747611,Karney Fibbens,4,4,5,1,6,67849,3,58.48,1,0
185364,Alana Mockes,5,3,2,1,5,33685,5,72.99,1,19
837023,Larina Swift,1,1,2,3,2,26818,4,21.99,1,1
596382,Ofelia Tranfield,3,3,5,2,3,41468,3,19.36,1,0
655002,Gerianne Vaillant,1,3,5,2,10,17619,1,88.15,1,8
41959,Albrecht Peckett,3,4,2,1,2,21794,5,19.51,1,20
870277,Linc Gouda,5,5,3,5,6,21656,1,20.22,1,6
398868,Nichole Lipson,2,2,2,3,7,6604,5,44.81,1,12
859127,Anissa Decruse,1,4,5,2,5,11742,2,49.82,1,5
22418,Liesa Ambroz,4,4,3,1,8,11878,4,53.55,1,3
696742,Morgan Muzzullo,1,1,5,1,5,38749,5,8.36,1,7
508128,Geri Custard,4,3,1,1,6,29269,5,15.23,1,5
95199,Jared Sellars,3,4,4,5,2,5175,5,51.2,1,12
63182,Jeffrey Cosbey,4,5,4,3,2,54757,3,81.5,1,17
792343,Valencia Littell,2,5,5,3,1,33846,5,70.78,1,4
874374,Serge Myhill,2,2,2,2,3,1375,4,60.99,1,18
847778,Serena Adriaens,2,4,2,2,7,81412,1,19.3,1,6
991876,Amberly Rentoll,1,4,5,5,4,36673,1,81.78,1,18
374585,Marco Penhall,3,3,5,2,6,33828,3,56.4,1,4
258619,Olympe Sabberton,5,4,4,4,5,12218,3,11.67,1,19
782347,Chere Cruddace,1,2,5,3,5,65451,1,43.34,1,0
729333,Thane Mushrow,2,1,3,5,5,23431,1,46.84,1,1
450385,Far Eshelby,3,4,1,1,8,20704,2,22.01,1,19
712506,Harriot Deeson,3,4,1,1,2,46858,3,77.42,1,13
858461,Myrlene Ferrant,1,5,2,3,6,14162,3,20.68,1,15
327406,Rodolph Tinham,2,3,3,3,2,51494,2,23.39,1,6
181151,Phylis Kardos,2,3,2,3,7,33152,3,97.65,1,1
822895,Mayne Amerighi,2,5,4,3,3,23824,5,23.4,1,20
768372,Brianna Ranscomb,4,1,3,4,3,56329,4,78.15,1,14
527532,Roger Wenger,5,4,1,3,8,41105,3,28.63,1,5
124807,Jaquelin Heintz,3,2,5,2,1,60139,5,83.03,1,4
544920,Lorene Petrenko,1,5,3,3,1,71800,5,57.63,1,10
874995,Kirsti Cayette,3,2,2,5,6,5930,5,32.62,1,8
422324,Abey Kelledy,1,5,5,1,2,9371,3,96.98,1,18
426224,Katuscha Tunmore,4,5,4,3,10,4955,4,51.8,1,15
824389,Jessee Copnall,3,1,4,4,9,2469,3,12.28,1,12
690666,Stevy Ansteys,1,2,5,1,8,51509,1,0.88,1,16
401317,Licha Filppetti,4,4,4,4,1,67592,4,82.99,1,20
958250,Camella Zorzi,2,5,5,5,3,82940,2,38.88,1,20
313952,Mallissa Reast,1,1,5,4,2,16592,3,67.49,1,7
556078,Costanza Luciano,2,5,4,2,7,38032,2,21,1,11
166003,Karel Von Helmholtz,4,1,3,3,4,16894,4,89.44,1,1
540680,Celia Hewlings,2,2,5,1,2,51435,4,85.21,1,5
391054,Alexandro Swinford,4,4,4,4,8,13492,1,57.93,1,14
488662,Izak Elles,3,1,3,1,4,62592,5,12.14,1,13
849586,Clari Scalia,2,5,5,4,7,7826,4,76.49,1,8
7875,Jacklin Di Dello,5,4,3,1,4,72481,4,29.51,1,0
448436,Christoph Valasek,5,2,4,2,9,56759,1,41.81,1,3
949119,Windham Venner,4,4,5,4,6,18816,3,21.24,1,12
664206,Cob Bonhan,3,1,4,3,2,2811,2,73,1,1
73054,Berti Baldacchi,4,4,2,3,2,3913,4,22.89,1,16
145266,Muire Schutte,1,2,3,3,1,66004,1,45.1,1,6
342934,Selia Van Dale,4,2,2,3,1,43865,5,46.22,1,5
570535,Kerwin Di Biasio,4,4,4,1,3,46059,1,23.37,1,18
113766,Lind Kropp,5,2,4,4,9,44728,4,22.33,1,1
198603,Philip Posvner,1,1,4,2,5,62842,3,60.18,1,17
51980,Gayla Checo,1,2,5,2,1,31105,1,0.87,1,5
970251,Dionisio Sworne,3,1,1,2,1,85801,3,54.16,1,15
38972,Margit Schwieso,4,5,5,3,3,3801,3,85.03,1,12
993323,Charlotte Goodger,1,5,4,2,8,47420,5,80.04,1,20
21680,Sherry Skinner,5,3,3,4,8,14600,5,65.25,1,11
587743,Leonid Dzeniskevich,1,5,3,5,9,10795,3,81.36,1,13
105477,Marlow Meek,3,2,2,4,8,49088,4,47.4,1,17
966470,Brose Langton,5,4,3,3,2,56977,4,35.44,1,5
851302,Decca Packer,1,1,3,2,3,55515,4,30.14,1,2
626852,Cary Bulled,1,2,4,5,3,52207,3,43.78,1,4
915264,Ted Atcherley,5,1,4,5,6,57727,2,41.93,1,20
344037,Cassie Blunt,4,5,4,2,8,41571,5,73.24,1,10
868280,Bethany Greenin,2,3,4,4,6,77327,5,6.71,1,18
202299,Matelda Colbrun,5,3,4,2,1,70760,2,15.43,1,11
127326,Flory Guesford,1,5,1,4,5,20418,2,77.14,1,13
690755,Barton Troke,1,5,1,3,3,23109,2,16.93,1,11
675536,Nicol Le Breton De La Vieuville,1,2,2,1,6,737,4,19.85,1,7
442936,Sharline Ennor,3,2,3,1,10,6096,4,62.7,1,3
750383,Thorin Preddy,1,4,3,3,4,84752,1,50.04,1,13
914915,Agnola Ellens,5,3,1,3,4,60446,4,31.4,1,9
90292,Rosanne Windridge,1,5,2,1,7,42798,5,29.58,1,14
517291,Riley Kaubisch,1,5,1,3,1,84444,3,22.07,1,19
737781,Hillery Fortun,4,2,2,5,9,53036,2,89.38,1,11
948046,Donnie Yoell,3,4,4,2,8,44497,2,40.05,1,12
108006,Demetria Boner,4,2,4,1,6,82892,4,2.37,1,15
271760,Carol Duffitt,3,2,2,1,1,29583,5,7.06,1,12
830001,Gerladina Brolly,2,1,3,1,2,89179,2,66.99,1,4
323439,Judie Lemm,2,5,2,1,5,30247,5,6.18,1,8
431698,Mella Osmond,1,5,2,3,10,36465,1,31.11,1,12
197778,Thomas Hellin,5,1,3,4,7,17434,2,34.2,1,3
13687,Martin Nichol,4,5,5,4,5,2543,3,49.14,1,4
140043,Bronson McAlinden,5,4,5,4,10,32318,2,42.37,1,14
768748,Mathilda Schultheiss,2,5,2,4,1,54507,5,86.87,1,14
412266,Erl Henderson,5,2,5,5,2,68162,4,79.33,1,10
611709,Lynn Dulin,4,5,4,5,5,49191,2,62.85,1,15
224067,Ernestus Martinets,3,4,4,2,2,49934,2,26.12,1,10
978330,Jereme Tattam,2,5,1,3,10,3835,2,95.31,1,0
284364,Sax Harpur,3,5,3,5,7,35606,3,26.95,1,0
424755,Laird De Mitris,2,2,4,4,5,63606,4,41.79,1,15
42775,Grayce Simkins,2,2,2,5,1,22351,4,0.84,1,4
646838,Vittoria Crean,3,1,2,2,7,40133,5,17.62,1,2
759693,Kristofer MacDougall,3,2,1,4,7,28685,1,43.94,1,17
61886,Derek Poundesford,1,5,1,2,7,43900,5,57.2,1,18
738202,Mick Petegrew,1,4,4,3,5,4830,5,75.83,1,6
484323,Maitilde Marzella,5,1,2,1,2,6555,1,80.67,1,4
605661,Brana Roft,3,4,5,4,2,69070,5,46.83,1,18
489415,Kikelia Sulman,4,4,2,2,7,40312,2,40.63,1,12
99880,Sally Mabb,1,3,5,2,10,85964,3,57.94,1,19
225117,Lisetta Josskowitz,3,4,4,4,7,53121,3,51.77,1,16
297118,Martina Longstreet,2,3,5,1,3,67335,5,32.32,1,8
160159,Chen Tregona,3,5,2,5,6,56250,1,23.39,1,10
777119,Horten Dunne,4,1,5,1,9,78923,2,13.94,1,11
483257,Emery Stares,1,1,2,2,9,6029,4,36.11,1,8
814844,Clayborn Fancutt,2,3,2,2,8,40914,3,15.26,1,5
12472,Starla Paradine,1,3,3,1,10,36348,5,68.87,1,12
453727,Rutger Mussetti,5,5,4,5,1,36287,5,47.86,1,2
26010,Dinny Josselsohn,4,1,1,2,4,57499,3,82.32,1,0
227665,Delmore Kitcherside,4,1,4,3,9,14184,3,48.11,1,10
350298,Noach Larratt,1,5,4,5,1,35735,3,95.3,1,2
127042,Toni Sawforde,4,2,3,2,7,81425,5,97.38,1,5
518831,Estevan Bunker,1,4,2,4,10,88755,1,46.97,1,18
543535,Beret Jackling,3,5,1,2,9,68712,5,11.73,1,10
714655,Kaila Napoli,4,2,4,1,4,69011,1,9.71,1,7
999903,Donavon McLaverty,5,1,3,1,5,48830,1,85.07,1,17
147247,Giacopo Ahearne,1,4,1,4,3,45483,1,29.19,1,9
117495,Cam Grassick,4,2,4,4,9,73958,5,19.96,1,19
852710,Emilie Curee,4,4,4,5,6,86623,3,1.64,1,1
218546,Lorelei Emons,2,3,2,2,3,64148,4,35.29,1,14
936020,Jennine Potkins,3,1,3,1,5,35762,2,22.9,1,2
255570,Eberhard Banat,3,1,1,4,8,12171,3,20.41,1,14
126615,Dav Bluett,3,4,1,1,10,16738,1,57.55,1,17
824728,Asia Montague,5,2,1,5,7,9530,4,20.1,1,6
826618,Shea Clink,4,3,5,4,1,46927,3,5.44,1,7
852397,Olenka Learman,3,5,3,4,10,46559,3,62.29,1,4
210210,Micah Boundey,5,4,3,1,8,19622,3,28.39,1,6
684751,Lew Tunnoch,3,2,1,2,10,12126,4,55.02,1,1
770521,Michele Crummy,3,3,3,1,8,53684,1,73.58,1,2
935261,Lawton Elsmore,5,1,1,1,5,59938,2,60.96,1,17
351481,Phebe Danilchik,3,1,1,2,6,55889,2,67.14,1,8
650070,Billie Plowell,2,1,4,1,6,47445,4,9.05,1,1
261802,Brittaney Skellorne,4,5,4,4,10,61797,4,20.3,1,14
247922,Codee Scotchbrook,2,5,3,4,6,11766,4,42.74,1,6
707965,Hillie Powe,4,3,4,2,5,87940,2,49.25,1,19
179375,Cristi Ibarra,3,4,2,2,5,28829,3,54.55,1,8
383648,Wileen Nicely,2,5,5,4,9,88400,1,29.83,1,3
70093,Alvan Fardy,3,5,3,2,7,65294,3,17.08,1,10
298122,Urbain Decent,2,5,1,4,6,2338,1,75.5,1,2
644881,Sherill Cotterill,1,2,4,2,4,3458,3,79.51,1,0
602704,Josefa Bizzey,3,4,1,4,6,65345,1,46.7,1,20
35405,Carrie Bayman,3,3,4,5,10,59725,4,19.62,1,5
773962,Matty Melmeth,5,2,1,2,1,89771,4,83.67,1,1
783294,Jackson Ibbs,5,2,1,1,5,23940,4,55.66,1,2
536355,Jamill Tebbitt,3,2,3,4,9,43489,5,70.37,1,16
77904,Alena Guillon,5,2,3,4,9,15804,5,83.86,1,19
428828,Chucho Clarridge,5,2,4,3,10,1975,2,4.06,1,3
77010,Eugenie Di Franceshci,5,5,4,2,2,80970,2,3.63,1,3
133160,Malorie Buckley,4,2,5,1,4,19705,2,76.15,1,8
439547,Beatrisa Hanning,3,3,4,4,6,8101,2,74.37,1,16
297535,Serene Milnes,5,4,4,4,4,68451,2,76,1,3
59623,Linea Kerins,4,2,1,2,7,28235,5,64.57,1,7
897807,Parker Brixey,1,2,2,5,6,66791,2,27.89,1,2
615677,Almeta Durram,5,4,2,5,1,50197,2,52.23,1,12
723813,Ulises Conybear,3,5,5,3,6,1278,3,20.63,1,17
498274,Aurore Churms,4,2,4,1,9,34212,3,46.57,1,17
346951,Whittaker Belford,3,1,3,3,7,1276,1,53.75,1,16
245633,Ashil Manes,4,1,2,4,5,72862,3,80.05,1,10
782082,Darice Ashmole,2,2,2,3,1,44261,3,57.29,1,4
902523,Benjie Hawkes,3,2,4,1,1,77764,2,15.74,1,3
573241,Beverie Jamrowicz,5,3,2,4,1,51062,4,3.22,1,13
106886,Dianne Trehearne,4,1,1,3,5,33131,4,79.29,1,4
137900,Eldon Carsey,5,1,4,5,10,61386,5,90.83,1,6
740674,Feodor Benedek,1,3,1,4,3,41487,2,26.31,1,13
850615,Pat Younger,1,3,1,1,8,10008,4,49.83,1,20
786649,Quinn Trotton,5,5,4,3,8,13411,1,75.75,1,3
299200,Agustin Tripon,1,2,1,3,5,68655,1,46.02,1,15
623912,Ricki Eytel,4,4,1,5,7,594,4,25.25,1,3
824576,Lauren Duckels,5,2,2,3,5,71872,2,44.12,1,19
932787,Linnet McCalum,4,4,3,3,1,13380,3,64.57,1,10
365258,Ancell Kenward,1,5,1,3,4,76501,4,14.99,1,18
978751,Reed Acedo,5,1,3,1,1,77177,1,9.09,1,4
22128,Aggie Velte,3,5,2,2,1,33266,3,94.37,1,2
327111,Clarie Adicot,4,2,4,1,9,24124,5,40.83,1,2
494145,Dian Rayment,1,3,2,1,7,18710,5,85.63,1,17
976287,Kelly Fallon,2,2,1,3,3,56996,4,93.12,1,13
491745,Hewitt Eisold,2,1,1,5,3,69251,2,45.27,1,11
646580,Zola Ambrosetti,2,1,3,5,6,76419,3,12.21,1,16
900414,Gregorio Von Welldun,1,5,1,3,10,20609,1,28.71,1,9
554213,Juieta Busher,3,5,2,1,5,23749,4,18.16,1,5
90647,Charlie Mohun,1,1,5,3,6,13342,2,98.06,1,11
414520,Phebe Spurier,3,2,1,5,1,75892,1,77.61,1,11
526388,Rosmunda Formilli,3,5,2,1,3,86486,4,7.11,1,4
651657,Antonina Venn,1,3,3,5,10,41232,5,54.14,1,16
241808,Carma Puncher,3,2,5,1,6,32619,3,49.34,1,3
309397,Lindie Halling,3,3,1,4,1,39855,4,98.77,1,10
654296,Calypso Greenman,4,1,1,5,8,27035,5,46.89,1,8
607387,Daune Burd,4,2,1,2,8,36303,3,37.96,1,2
190329,Eldredge Lambrook,3,1,1,4,8,85080,2,78.44,1,9
652862,Sidney Polamontayne,1,4,5,4,7,16765,4,85.81,1,5
122740,Davide Playford,2,5,2,5,10,10123,3,94.11,1,13
930518,Eileen Bolt,1,5,4,1,4,22393,5,43.34,1,18
173251,Nanine Whiffin,5,5,2,3,7,2502,5,68.47,1,8
249565,Suzie Sibley,3,3,4,4,7,75144,3,19.45,1,15
297868,Morly Bloomer,1,5,3,4,1,51521,3,65.77,1,1
676074,Rafaello Branton,1,1,1,3,3,22102,1,69.72,1,5
184923,Haydon Richardson,1,1,3,4,4,6309,2,20.11,1,15
434167,Nancey Woolgar,3,4,5,1,3,70120,1,47.94,1,8
724351,Loretta Byham,4,5,5,1,4,47004,5,4.18,1,12
359165,Sheff Robjohns,1,5,3,1,6,49368,3,40.39,1,3
74897,Candida Wasbey,4,3,4,4,7,74269,2,53.01,1,19
82204,Enrico MacGibbon,4,1,5,5,9,7513,4,39.57,1,19
422504,Bev Zimmermeister,1,4,5,4,10,3454,3,14.27,1,2
42868,Eileen Hadaway,1,3,3,3,1,57892,3,67.89,1,18
600695,Brianna Lucus,1,4,5,3,6,13634,2,65.21,1,0
849454,Wood Muslim,4,5,1,1,2,69330,4,60,1,12
891181,Rickert Lowless,1,5,5,2,2,54270,1,56.31,1,13
780433,Arte Pascho,3,5,4,4,8,47802,2,6.25,1,10
990071,Jordain Knowling,5,4,3,5,1,7884,3,56.66,1,19
583679,Kathe Paroni,4,2,2,2,6,37266,1,77.91,1,7
488381,Glen Terne,3,3,1,1,10,18992,4,66.47,1,18
738477,Ellette Sobey,4,1,4,5,3,69741,5,47.07,1,16
618709,Blaire Alder,1,2,1,3,2,60275,4,66.24,1,9
358348,Kort Chrichton,2,2,3,2,8,12226,5,58.86,1,4
827064,Terrance Klemt,4,3,3,5,3,64058,4,13,1,4
881176,Joseito Domleo,5,1,5,2,10,9158,4,66.77,1,3
150154,Ludovico Legendre,2,3,4,2,5,4108,2,89.19,1,14
678933,Mord Magson,2,3,5,3,9,46661,1,23.3,1,18
412082,Sandor Assaf,5,2,4,4,9,57555,5,55.68,1,13
843031,Rivkah Jellett,4,2,2,3,2,35112,3,15.17,1,15
542149,Enos Thornthwaite,1,4,5,2,1,41247,3,13.65,1,8
447944,Agnesse Gummery,4,4,5,4,6,27512,1,81.35,1,4
962965,Dean Vannikov,3,5,2,1,7,3841,1,32.27,1,4
324780,Rosalind Maddyson,2,1,5,5,4,61955,5,94.16,1,7
860747,Alene Shrimpton,1,4,5,2,4,81468,5,38.09,1,16
898366,Livvy Elstob,4,3,3,3,6,15882,4,1.27,1,10
599700,Guillermo Brooking,1,1,1,5,8,50348,3,93.74,1,1
405274,Leola Oganesian,5,1,4,5,3,40632,2,88.79,1,11
723031,Georgianna Mandres,5,1,1,2,4,56268,5,77.02,1,15
536350,Antonetta McMenamie,1,2,3,1,4,33724,1,24.59,1,6
534291,Terrance Crimmins,5,5,5,5,10,11034,4,27.99,1,1
111864,Amalie Redd,3,2,1,1,5,34556,1,60.59,1,19
945904,Bradly Titman,3,3,4,5,10,37215,1,96.39,1,3
303091,Cris Widdowson,4,5,1,3,8,80751,3,36.62,1,9
762301,Ailis Dufaur,2,4,4,4,2,16647,1,51.72,1,14
876825,Annie Lyttle,2,3,1,3,6,50679,2,46.93,1,11
920688,Lezlie Betton,3,2,4,1,9,78243,5,18.93,1,2
250184,Alessandra Otson,2,5,1,5,6,55478,5,11.97,1,20
464439,Pincus Metzke,3,3,3,5,1,71877,2,58.45,1,15
618406,Erasmus Mitkcov,3,3,4,4,8,31260,1,50.29,1,18
473420,Vonny Bolle,5,5,2,1,9,54231,1,10.26,1,4
735298,Susan Pretious,5,4,5,2,3,74951,3,28.62,1,1
679808,Cherye Cattellion,4,4,5,4,10,39289,4,90.28,1,12
647183,Ogden Pulver,4,1,3,5,5,80194,5,0.98,1,12
561540,Bethanne Luby,3,4,4,3,5,85084,3,33.26,1,5
630988,Tobye Matelyunas,4,2,5,1,7,47284,5,14.92,1,9
711420,Reynolds Durtnall,4,1,5,2,10,61354,4,82.5,1,11
587856,Krystle Lytle,3,2,4,1,9,19904,5,58.73,1,5
166606,Pyotr Appleby,3,4,3,4,8,83103,1,80.82,1,6
319570,Tandie Dugald,2,3,1,4,5,23082,4,43.25,1,16
579875,Cal Livock,5,4,4,3,7,57484,2,5.7,1,2
589462,Daloris Samsin,2,1,1,3,2,6608,1,91.6,1,1
967796,Tiebout Seivertsen,5,2,1,1,3,45996,5,40.49,1,19
974549,Raina Stainbridge,3,1,2,5,6,17735,4,2.14,1,12
902558,Bradan Klimentov,3,4,3,2,8,23101,2,63.42,1,2
663007,Melli Spiby,4,4,5,2,4,17501,1,55.53,1,2
58318,Lorne Adrien,2,5,5,5,2,76535,5,64.04,1,3
812531,Bronnie Rydings,5,3,3,4,10,26235,3,21.89,1,0
430042,Dalston Greenhead,3,3,1,3,10,16729,5,99.99,1,17
455255,Tatum Scarbarrow,1,5,5,3,10,31068,1,9.64,1,18
157813,Tamar Gallard,5,5,1,4,6,65334,3,89.96,1,13
698036,Sofia Yokel,2,2,4,5,2,51394,2,69.56,1,18
311367,Chadwick Sambells,5,5,3,5,4,37338,5,99.6,1,6
539793,Harwilll Wagnerin,4,1,3,4,4,37168,5,27.18,1,4
277664,Stefan Galler,1,1,3,4,5,71346,4,34.85,1,14
69045,Gale Soigoux,5,3,5,4,3,58790,5,65.72,1,7
56486,Westbrooke Lindeman,5,3,2,4,1,73441,5,14.91,1,9
530610,Winne Jeffs,1,2,2,3,10,32107,2,22.37,1,7
136208,Sissy Gadesby,3,2,4,1,6,15394,4,99.37,1,4
591222,Ynes Yarrington,5,3,1,5,6,69267,5,84.18,1,0
613960,Bernette De Laspee,3,4,5,4,2,74583,1,75.85,1,15
74526,Rafaello Shakesbye,1,1,4,1,4,36140,2,42.22,1,6
253845,Toddy Donett,1,1,3,5,4,2280,5,36.95,1,4
547698,Marieann Hillan,1,3,3,3,2,23543,1,44.29,1,3
734060,Viola Tather,3,4,4,4,10,67895,2,74.44,1,14
327504,Stearne Ebben,2,2,1,5,5,32003,1,87.21,1,14
975583,Sherilyn Braferton,5,3,4,5,3,8194,3,85.29,1,8
572325,Amil Frotton,5,2,1,5,10,83817,5,43.11,1,3
36393,Geoffry Karlqvist,1,1,1,3,9,55098,1,30.31,1,20
682109,Guido Dripps,5,1,2,5,1,15649,2,4.22,1,19
798201,Lynnelle Tullot,4,5,4,2,1,8677,2,58.03,1,10
391473,Kort Izaac,3,3,1,4,9,24622,3,28.63,1,8
231758,Gallagher Keener,3,5,2,1,6,30810,1,37.35,1,17
926344,Lavinia Walenta,3,3,3,5,9,11575,2,74.39,1,20
527994,Claiborne Blankman,5,4,1,4,6,25412,4,96.79,1,6
663752,Gladi Jewar,5,3,4,5,7,80626,1,93.74,1,3
553379,Thedric Aylward,3,3,3,4,2,28608,3,78.23,1,2
79685,Hirsch Whistlecraft,5,2,4,5,8,11793,2,27.39,1,6
722194,Lauraine Rozet,1,4,3,5,6,71402,3,71.45,1,12
53695,Ambros Boldt,5,2,4,2,2,61353,5,54.81,1,19
315414,Law Tidbold,2,2,1,4,7,28172,5,83.18,1,4
903395,Sascha Blackborow,3,1,2,4,7,10308,2,48.69,1,15
368869,Onida Hover,5,2,4,3,10,58152,1,64.28,1,1
929574,Cathe Bottjer,1,3,4,5,6,26237,2,45.5,1,2
500488,Luciano Hartin,3,2,3,3,3,55746,5,27.55,1,2
488302,Mariam Aylen,2,3,4,4,10,16352,1,12.8,1,5
98116,Brett Fort,3,2,5,2,10,25273,4,28.6,1,2
924089,Cullie Keyson,4,5,1,5,9,76983,3,58.37,1,0
559988,Bendix Durward,4,2,2,4,10,5397,3,56.49,1,18
953648,Theresita O' Scallan,2,4,5,1,2,2713,3,54.26,1,3
116949,Gannie Stuckey,3,2,5,5,2,76600,4,35.4,1,2
273513,Gerianne Nappin,5,2,3,3,6,5004,2,28.54,1,9
555185,Garnet Ramelot,3,4,2,4,6,71871,5,97.86,1,14
803248,Orazio Ofen,1,1,2,4,8,8971,1,3.73,1,13
55594,Payton Porteous,5,2,2,4,6,37998,2,43.65,1,9
393072,Heidi Mucklow,2,1,2,1,5,62029,2,7.92,1,1
49042,Rickie Carse,5,4,5,2,5,21618,3,74.36,1,9
32672,Inesita Riditch,3,5,1,4,8,35753,3,78.14,1,3
711325,Lynna Sewter,1,5,4,3,8,85076,3,57.45,1,3
858279,Falkner Loughlan,5,1,5,3,5,22296,5,39.42,1,13
469852,Creight Nannetti,5,4,5,2,5,26705,2,74.51,1,6
500736,Osgood Neasam,1,2,2,1,8,44978,4,14.47,1,5
893195,Cherish Snary,2,2,2,2,8,81815,4,63.95,1,6
264846,Shurlocke Worsley,2,5,4,3,1,37666,2,82.59,1,0
498722,Alexine Al Hirsi,4,5,5,2,9,72475,5,99.53,1,3
604878,Lucais Hawksley,1,4,2,3,1,16608,3,59.39,1,18
515177,Genvieve Keavy,3,5,3,2,6,36315,1,26.61,1,9
751025,Gearalt Perring,4,4,5,4,5,80731,4,76.26,1,17
558238,Paige Barribal,3,5,5,2,2,3544,2,21.24,1,7
214738,Ros Fido,1,5,4,3,5,4517,2,97.85,1,3
343634,Francyne Duigenan,3,4,2,5,2,14139,1,27.19,1,17
829835,Heath Delves,5,2,1,5,8,42433,1,99.92,1,0
478317,Karina Salkeld,4,1,2,5,1,39975,3,32.39,1,13
441554,Derby McGilroy,2,1,3,1,8,73359,4,32.2,1,6
875150,Thayne Buston,4,1,3,2,10,7193,5,61.11,1,12
87584,Alfreda Schoular,3,3,3,1,10,38589,5,36.88,1,18
632177,Darline Ballendine,2,5,3,5,5,40498,2,54.11,1,4
886301,Barbey Kelston,1,2,4,3,9,76842,2,96.22,1,7
235894,Nial Lindell,3,1,2,2,5,68243,2,43.77,1,12
176086,Alfonse Farrington,3,5,4,2,7,26320,2,92.1,1,19
562323,Gracie Tunnock,2,5,1,5,1,88724,3,90.65,1,19
177984,Maddie Saker,5,5,1,4,5,62668,2,92.3,1,14
995262,Salomo Kainz,2,2,1,4,2,10784,1,0.85,1,6
792013,Cele Wivell,5,2,5,5,3,88502,1,51.87,1,2
891732,Jamesy Beceril,5,2,3,4,6,60409,4,70.41,1,5
516542,Penny Cocher,4,1,3,3,4,20819,4,73.79,1,14
505971,Towney Creggan,1,4,1,3,7,52407,3,44.48,1,17
148236,Royall Albutt,5,2,2,4,8,14761,1,45.23,1,16
247298,Jessika Gronous,2,2,3,4,8,45365,2,81.19,1,1
933558,Ronny Lyfe,4,5,2,1,5,42477,2,25.98,1,12
674046,Julienne Strut,1,5,2,3,10,80359,3,34.71,1,2
59823,Quinta Hasker,4,4,2,5,1,34868,4,64.74,1,13
978657,Teresina Thirkettle,4,4,1,3,4,16187,2,86.05,1,15
380761,Claybourne Bottleson,3,5,4,3,1,83482,4,19.21,1,17
608282,Twyla Pullin,3,5,5,4,3,28940,5,30.58,1,11
159866,Hollyanne Lawlie,4,2,3,3,2,79772,2,71,1,9
446692,Cyrille Gelletly,4,1,5,2,4,25510,1,3.3,1,4
983825,Fritz de la Tremoille,3,4,2,1,3,7662,4,18.27,1,0
906796,Tedd Deighton,1,5,3,1,3,46390,5,30.65,1,5
950379,Adriano Callaby,1,4,1,1,10,69150,5,1.03,1,15
499128,Mariska Kanter,5,1,3,2,1,71361,2,30.19,1,4
914771,Odessa Pleace,5,4,3,3,1,23035,4,33.29,1,0
351995,Aldo Clibbery,3,1,2,5,10,72089,5,83.86,1,17
958614,Karol Margetson,4,1,2,4,5,26309,3,92.28,1,6
680199,Wyn Blockey,3,1,2,1,4,38005,5,24.84,1,7
979604,Joanna Romanelli,3,5,2,4,1,67336,4,80.4,1,8
324996,Arin Twigg,2,5,2,1,10,16099,2,36.82,1,18
869383,Dionis Yanson,3,2,2,4,5,9676,5,15.72,1,13
143164,Dud Paddingdon,1,3,1,2,2,51514,4,5.35,1,14
183778,Roanna Tooting,2,3,1,4,1,74389,4,34.65,1,14
404093,Shamus Bewfield,1,3,1,4,3,39460,4,63.21,1,5
654891,Merline Calderhead,4,1,1,3,10,40417,2,6.78,1,4
135431,Zorah Mealham,2,4,3,1,4,18982,3,87.48,1,8
265550,Estele Farnhill,1,1,5,1,8,67796,4,82.72,1,15
35598,Ibrahim Hessle,5,3,2,2,6,18172,1,43.28,1,2
757458,Baudoin Brahan,1,5,1,2,8,39731,2,58.32,1,2
454776,Kori Barabich,4,1,5,4,7,47352,3,77.86,1,4
836897,Neala Pontin,5,3,5,3,10,24904,2,16.1,1,16
428358,Moselle Amey,4,5,5,5,9,42637,2,48.32,1,12
662323,Berti Bains,3,1,5,4,9,32368,2,89.8,1,19
244873,Mendel Cumberpatch,4,1,3,4,3,47626,4,24.99,1,2
79968,Carena Pentycross,5,2,3,3,1,23108,2,96.17,1,6
936737,Pet Gerritzen,2,4,3,4,5,85346,3,16.91,1,20
242899,Hastings Spark,4,1,2,2,6,22555,4,82.25,1,10
321137,Romain Johnke,2,4,1,1,2,38055,5,80.05,1,15
43027,Felice Gumley,3,1,1,3,2,2039,1,74.12,1,1
392490,Ethe Diffley,1,2,4,2,4,32297,4,71.34,1,13
340853,Aldous Smallcombe,5,3,4,4,1,21821,1,42.37,1,16
416326,Nicko Garza,5,1,5,3,2,35334,3,51.5,1,7
486509,Adlai Lagneaux,3,2,1,1,7,18394,5,72.91,1,12
980554,Rori Kennady,2,1,3,5,3,85644,3,10.11,1,6
601357,Zarla Probey,4,1,5,1,9,33027,4,28.58,1,11
